thread,activation,varDict,count,lock,kind,scope,executable,line,prefix,source,package,raw
"T1","A41","V16","00002","*","method","UTF_8_Encoding","ANALYZE",".",">A>","""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A44","V19",".",".","method","Encoding","INIT",".",">I>",".","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A44","V19","00001","*","method","Encoding","INIT","753","*-*","expose string codepointIndexes codepointIndexesSize  graphemeIndexes graphemeIndexesSize","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A44","V19","00001","*","method","Encoding","INIT","754","*-*","use strict arg string, codepointIndexes, codepointIndexesSize, graphemeIndexes, graphemeIndexesSize","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A44","V19","00001","*","method","Encoding","INIT",".",">>>","""́""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A44","V19","00001","*","method","Encoding","INIT",".",">=>","STRING <= ""́""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A44","V19","00001","*","method","Encoding","INIT",".",">>>","""an Array""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A44","V19","00001","*","method","Encoding","INIT",".",">=>","CODEPOINTINDEXES <= ""an Array""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A44","V19","00001","*","method","Encoding","INIT",".",">>>","""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A44","V19","00001","*","method","Encoding","INIT",".",">=>","CODEPOINTINDEXESSIZE <= ""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A44","V19","00001","*","method","Encoding","INIT",".",">>>","""an Array""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A44","V19","00001","*","method","Encoding","INIT",".",">=>","GRAPHEMEINDEXES <= ""an Array""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A44","V19","00001","*","method","Encoding","INIT",".",">>>","""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A44","V19","00001","*","method","Encoding","INIT",".",">=>","GRAPHEMEINDEXESSIZE <= ""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A41","V16","00002","*","method","UTF_8_Encoding","ANALYZE",".",">M>","""NEW"" => ""an UTF_8_Encoding""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A41","V16","00002","*","method","UTF_8_Encoding","ANALYZE",".",">>>","""an UTF_8_Encoding""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A39","V18","00001","*","method","RexxTextInitializer","INIT",".",">M>","""ANALYZE"" => ""an UTF_8_Encoding""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A39","V18","00001","*","method","RexxTextInitializer","INIT",".",">>>","""an UTF_8_Encoding""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A39","V18","00001","*","method","RexxTextInitializer","INIT",".",">=>","INDEXER <= ""an UTF_8_Encoding""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A39","V18","00001","*","method","RexxTextInitializer","INIT","176","*-*","string~text = self -- store itself as counterpart of string","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A39","V18","00001","*","method","RexxTextInitializer","INIT",".",">V>","STRING => ""́""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A39","V18","00001","*","method","RexxTextInitializer","INIT",".",">V>","SELF => ""a RexxText""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A39","V18","00001","*","method","RexxTextInitializer","INIT",".",">A>","""a RexxText""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A45","V20",".",".","method","EncodedString","TEXT=",".",">I>",".","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A45","V20","00001","*","method","EncodedString","TEXT=","148","*-*","expose text -- attribute added on the String instance","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A45","V20","00001","*","method","EncodedString","TEXT=","149","*-*","use strict arg aText","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A45","V20","00001","*","method","EncodedString","TEXT=",".",">>>","""a RexxText""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A45","V20","00001","*","method","EncodedString","TEXT=",".",">=>","ATEXT <= ""a RexxText""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A45","V20","00001","*","method","EncodedString","TEXT=","150","*-*","if \var(""text"")","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A45","V20","00001","*","method","EncodedString","TEXT=",".",">L>","""text""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A45","V20","00001","*","method","EncodedString","TEXT=",".",">A>","""text""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A45","V20","00001","*","method","EncodedString","TEXT=",".",">F>","VAR => ""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A45","V20","00001","*","method","EncodedString","TEXT=",".",">P>","""\"" => ""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A45","V20","00001","*","method","EncodedString","TEXT=",".",">>>","""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A45","V20","00001","*","method","EncodedString","TEXT=","150","*-*","then","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A45","V20","00001","*","method","EncodedString","TEXT=","150","*-*","do -- no stored counterpart","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A45","V20","00001","*","method","EncodedString","TEXT=","151","*-*","if \aText~isA(.RexxText)","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A45","V20","00001","*","method","EncodedString","TEXT=",".",">V>","ATEXT => ""a RexxText""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A45","V20","00001","*","method","EncodedString","TEXT=",".",">E>",".REXXTEXT => ""The RexxText class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A45","V20","00001","*","method","EncodedString","TEXT=",".",">A>","""The RexxText class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A45","V20","00001","*","method","EncodedString","TEXT=",".",">M>","""ISA"" => ""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A45","V20","00001","*","method","EncodedString","TEXT=",".",">P>","""\"" => ""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A45","V20","00001","*","method","EncodedString","TEXT=",".",">>>","""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A45","V20","00001","*","method","EncodedString","TEXT=","152","*-*","text = aText -- store the Text counterpart passed by argument","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A45","V20","00001","*","method","EncodedString","TEXT=",".",">V>","ATEXT => ""a RexxText""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A45","V20","00001","*","method","EncodedString","TEXT=",".",">>>","""a RexxText""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A45","V20","00001","*","method","EncodedString","TEXT=",".",">=>","TEXT <= ""a RexxText""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A45","V20","00001","*","method","EncodedString","TEXT=","153","*-*","end","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A38","V17","00001","*","method","Encoding","DECLARECHARACTER",".",">M>","""NEW"" => ""a RexxText""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A38","V17","00001","*","method","Encoding","DECLARECHARACTER",".",">A>","""a RexxText""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A37","V16","00001","*","method","UTF_8_Encoding","INITIALIZE","811","*-*","self~declareCharacter(""space"", ""20""x)","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A37","V16","00001","*","method","UTF_8_Encoding","INITIALIZE",".",">V>","SELF => ""The UTF_8_Encoding class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A37","V16","00001","*","method","UTF_8_Encoding","INITIALIZE",".",">L>","""space""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A37","V16","00001","*","method","UTF_8_Encoding","INITIALIZE",".",">A>","""space""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A37","V16","00001","*","method","UTF_8_Encoding","INITIALIZE",".",">L>",""" ""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A37","V16","00001","*","method","UTF_8_Encoding","INITIALIZE",".",">A>",""" ""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A46","V17",".",".","method","Encoding","DECLARECHARACTER",".",">I>",".","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A46","V17","00001","*","method","Encoding","DECLARECHARACTER","722","*-*","expose characters","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A46","V17","00001","*","method","Encoding","DECLARECHARACTER","723","*-*","use strict arg name, encoded","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A46","V17","00001","*","method","Encoding","DECLARECHARACTER",".",">>>","""space""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A46","V17","00001","*","method","Encoding","DECLARECHARACTER",".",">=>","NAME <= ""space""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A46","V17","00001","*","method","Encoding","DECLARECHARACTER",".",">>>",""" ""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A46","V17","00001","*","method","Encoding","DECLARECHARACTER",".",">=>","ENCODED <= "" ""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A46","V17","00001","*","method","Encoding","DECLARECHARACTER","726","*-*","characters~setEntry(name, .RexxText~new(.String~new(encoded), self))","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A46","V17","00001","*","method","Encoding","DECLARECHARACTER",".",">V>","CHARACTERS => ""a Directory""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A46","V17","00001","*","method","Encoding","DECLARECHARACTER",".",">V>","NAME => ""space""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A46","V17","00001","*","method","Encoding","DECLARECHARACTER",".",">A>","""space""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A46","V17","00001","*","method","Encoding","DECLARECHARACTER",".",">E>",".REXXTEXT => ""The RexxText class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A46","V17","00001","*","method","Encoding","DECLARECHARACTER",".",">E>",".STRING => ""The String class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A46","V17","00001","*","method","Encoding","DECLARECHARACTER",".",">V>","ENCODED => "" ""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A46","V17","00001","*","method","Encoding","DECLARECHARACTER",".",">A>",""" ""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A46","V17","00001","*","method","Encoding","DECLARECHARACTER",".",">M>","""NEW"" => "" ""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A46","V17","00001","*","method","Encoding","DECLARECHARACTER",".",">A>",""" ""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A46","V17","00001","*","method","Encoding","DECLARECHARACTER",".",">V>","SELF => ""The UTF_8_Encoding class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A46","V17","00001","*","method","Encoding","DECLARECHARACTER",".",">A>","""The UTF_8_Encoding class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A47","V21",".",".","method","RexxTextInitializer","INIT",".",">I>",".","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A47","V21","00001","*","method","RexxTextInitializer","INIT","170","*-*","expose indexer","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A47","V21","00001","*","method","RexxTextInitializer","INIT","171","*-*","use strict arg string, encoding=""default""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A47","V21","00001","*","method","RexxTextInitializer","INIT",".",">>>",""" ""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A47","V21","00001","*","method","RexxTextInitializer","INIT",".",">=>","STRING <= "" ""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A47","V21","00001","*","method","RexxTextInitializer","INIT",".",">>>","""The UTF_8_Encoding class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A47","V21","00001","*","method","RexxTextInitializer","INIT",".",">=>","ENCODING <= ""The UTF_8_Encoding class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A47","V21","00001","*","method","RexxTextInitializer","INIT","172","*-*","if \string~isA(.String)","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A47","V21","00001","*","method","RexxTextInitializer","INIT",".",">V>","STRING => "" ""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A47","V21","00001","*","method","RexxTextInitializer","INIT",".",">E>",".STRING => ""The String class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A47","V21","00001","*","method","RexxTextInitializer","INIT",".",">A>","""The String class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A47","V21","00001","*","method","RexxTextInitializer","INIT",".",">M>","""ISA"" => ""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A47","V21","00001","*","method","RexxTextInitializer","INIT",".",">P>","""\"" => ""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A47","V21","00001","*","method","RexxTextInitializer","INIT",".",">>>","""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A47","V21","00001","*","method","RexxTextInitializer","INIT","173","*-*","encoding = .Encoding~factory(encoding)","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A47","V21","00001","*","method","RexxTextInitializer","INIT",".",">E>",".ENCODING => ""The Encoding class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A47","V21","00001","*","method","RexxTextInitializer","INIT",".",">V>","ENCODING => ""The UTF_8_Encoding class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A47","V21","00001","*","method","RexxTextInitializer","INIT",".",">A>","""The UTF_8_Encoding class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A48","V13",".",".","method","Encoding","FACTORY",".",">I>",".","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A48","V13","00001","*","method","Encoding","FACTORY","664","*-*","use strict arg encoding","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A48","V13","00001","*","method","Encoding","FACTORY",".",">>>","""The UTF_8_Encoding class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A48","V13","00001","*","method","Encoding","FACTORY",".",">=>","ENCODING <= ""The UTF_8_Encoding class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A48","V13","00001","*","method","Encoding","FACTORY","665","*-*","if encoding~isA(.Class), encoding~isSubClassOf(self)","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A48","V13","00001","*","method","Encoding","FACTORY",".",">V>","ENCODING => ""The UTF_8_Encoding class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A48","V13","00001","*","method","Encoding","FACTORY",".",">E>",".CLASS => ""The Class class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A48","V13","00001","*","method","Encoding","FACTORY",".",">A>","""The Class class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A48","V13","00001","*","method","Encoding","FACTORY",".",">M>","""ISA"" => ""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A48","V13","00001","*","method","Encoding","FACTORY",".",">>>","""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A48","V13","00001","*","method","Encoding","FACTORY",".",">V>","ENCODING => ""The UTF_8_Encoding class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A48","V13","00001","*","method","Encoding","FACTORY",".",">V>","SELF => ""The Encoding class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
